,time,open,high,low,close,tick_volume,spread,real_volume,candle_type
35,2024-09-16 02:50:00,1.10898,1.10909,1.10886,1.10889,138,6,0,
36,2024-09-16 03:00:00,1.10888,1.10895,1.10877,1.10883,107,6,0,
37,2024-09-16 03:10:00,1.10883,1.10937,1.10883,1.10935,145,6,0,bullish_marubozu
38,2024-09-16 03:20:00,1.10935,1.10975,1.10926,1.10965,200,6,0,
39,2024-09-16 03:30:00,1.10965,1.10996,1.10965,1.10981,250,6,0,
40,2024-09-16 03:40:00,1.1098,1.11029,1.1098,1.11022,215,6,0,
41,2024-09-16 03:50:00,1.11022,1.11046,1.11018,1.11037,230,6,0,
42,2024-09-16 04:00:00,1.11035,1.11043,1.11016,1.11035,237,6,0,doji
43,2024-09-16 04:10:00,1.1103399999999999,1.11046,1.11018,1.11019,155,6,0,
44,2024-09-16 04:20:00,1.11019,1.11022,1.10999,1.11004,158,6,0,
45,2024-09-16 04:30:00,1.11004,1.11006,1.10984,1.10992,164,6,0,
46,2024-09-16 04:40:00,1.10992,1.10992,1.10966,1.10982,173,6,0,
47,2024-09-16 04:50:00,1.10982,1.10987,1.10967,1.10967,85,6,0,
48,2024-09-16 05:00:00,1.10967,1.10991,1.10965,1.10968,121,6,0,bullish_inverted_hammer
49,2024-09-16 05:10:00,1.10967,1.1097,1.10957,1.1097,113,6,0,
50,2024-09-16 05:20:00,1.1097,1.1097299999999999,1.10964,1.10969,106,6,0,
51,2024-09-16 05:30:00,1.10969,1.1097,1.10954,1.1096,130,6,0,
52,2024-09-16 05:40:00,1.1096,1.10994,1.10954,1.10989,114,6,0,
53,2024-09-16 05:50:00,1.10987,1.10989,1.10971,1.10981,132,6,0,
54,2024-09-16 06:00:00,1.10983,1.11016,1.10972,1.10986,245,6,0,
55,2024-09-16 06:10:00,1.10987,1.11037,1.10972,1.11025,271,6,0,
56,2024-09-16 06:20:00,1.11025,1.11041,1.11008,1.11017,247,6,0,
57,2024-09-16 06:30:00,1.11017,1.11068,1.11016,1.11063,298,6,0,
58,2024-09-16 06:40:00,1.11063,1.11118,1.11054,1.11113,352,6,0,
59,2024-09-16 06:50:00,1.11115,1.11154,1.11107,1.11141,357,6,0,
60,2024-09-16 07:00:00,1.11141,1.11141,1.11093,1.1111,439,6,0,
61,2024-09-16 07:10:00,1.1111,1.11127,1.111,1.1111,340,6,0,doji
62,2024-09-16 07:20:00,1.1111,1.11124,1.11092,1.11103,326,6,0,
63,2024-09-16 07:30:00,1.11102,1.11194,1.11102,1.11177,309,6,0,
64,2024-09-16 07:40:00,1.11178,1.11196,1.1115,1.11171,309,6,0,
65,2024-09-16 07:50:00,1.11173,1.11173,1.11131,1.11147,360,6,0,
66,2024-09-16 08:00:00,1.1114600000000001,1.11175,1.11134,1.1117,362,6,0,
67,2024-09-16 08:10:00,1.11171,1.11209,1.11157,1.11206,354,6,0,
68,2024-09-16 08:20:00,1.1120700000000001,1.11228,1.11197,1.11222,295,6,0,
69,2024-09-16 08:30:00,1.11222,1.11227,1.11189,1.11191,290,6,0,
70,2024-09-16 08:40:00,1.11191,1.11236,1.1118999999999999,1.11209,274,6,0,
71,2024-09-16 08:50:00,1.11208,1.11259,1.11194,1.11225,272,6,0,
72,2024-09-16 09:00:00,1.11224,1.11283,1.11192,1.11279,394,6,0,
73,2024-09-16 09:10:00,1.1128,1.11291,1.1125,1.11279,275,6,0,doji
74,2024-09-16 09:20:00,1.11279,1.11287,1.1126,1.11276,297,6,0,
75,2024-09-16 09:30:00,1.11276,1.11288,1.11212,1.11217,280,6,0,
76,2024-09-16 09:40:00,1.11218,1.11235,1.11201,1.11209,277,6,0,
77,2024-09-16 09:50:00,1.1120700000000001,1.11211,1.11179,1.11203,326,6,0,
78,2024-09-16 10:00:00,1.11203,1.11244,1.112,1.11227,301,6,0,
79,2024-09-16 10:10:00,1.11227,1.11264,1.11227,1.11259,237,6,0,
80,2024-09-16 10:20:00,1.11259,1.11275,1.1125,1.11261,187,6,0,
81,2024-09-16 10:30:00,1.11261,1.11279,1.11225,1.11229,256,6,0,
82,2024-09-16 10:40:00,1.11229,1.11236,1.11198,1.1122,272,6,0,
83,2024-09-16 10:50:00,1.11218,1.1123,1.1120700000000001,1.11218,238,6,0,doji
84,2024-09-16 11:00:00,1.11217,1.11255,1.11201,1.11202,245,6,0,
85,2024-09-16 11:10:00,1.11203,1.11213,1.11157,1.11163,280,6,0,
86,2024-09-16 11:20:00,1.11163,1.1121,1.11161,1.11204,290,6,0,
87,2024-09-16 11:30:00,1.11204,1.11252,1.11197,1.11245,214,6,0,
88,2024-09-16 11:40:00,1.11246,1.1125,1.11218,1.11218,222,6,0,
89,2024-09-16 11:50:00,1.11218,1.11248,1.11208,1.11233,265,6,0,
90,2024-09-16 12:00:00,1.11234,1.11277,1.11233,1.11254,328,6,0,
91,2024-09-16 12:10:00,1.11255,1.11284,1.11236,1.11255,346,6,0,doji
92,2024-09-16 12:20:00,1.11252,1.11297,1.11252,1.11295,367,6,0,bullish_marubozu
93,2024-09-16 12:30:00,1.11292,1.11323,1.11203,1.11212,607,6,0,
94,2024-09-16 12:40:00,1.11212,1.1123,1.11165,1.11226,500,6,0,
95,2024-09-16 12:50:00,1.11226,1.1125,1.11197,1.11246,485,6,0,
96,2024-09-16 13:00:00,1.11248,1.11258,1.11224,1.11235,441,6,0,
97,2024-09-16 13:10:00,1.11234,1.11311,1.11234,1.11266,440,6,0,
98,2024-09-16 13:20:00,1.11264,1.11304,1.1124,1.11302,434,6,0,
99,2024-09-16 13:30:00,1.113,1.1137299999999999,1.11299,1.11323,594,6,0,
100,2024-09-16 13:40:00,1.11323,1.11343,1.11263,1.11293,610,6,0,
101,2024-09-16 13:50:00,1.11292,1.1131,1.11271,1.11291,463,6,0,doji
102,2024-09-16 14:00:00,1.11293,1.11295,1.11203,1.1122,535,6,0,
103,2024-09-16 14:10:00,1.11222,1.11277,1.1120700000000001,1.11269,387,6,0,
104,2024-09-16 14:20:00,1.11269,1.11281,1.11247,1.11274,353,6,0,
105,2024-09-16 14:30:00,1.11275,1.11303,1.11254,1.11283,384,6,0,
106,2024-09-16 14:40:00,1.11285,1.11285,1.1118,1.11212,461,6,0,
107,2024-09-16 14:50:00,1.11215,1.11249,1.11205,1.11234,456,6,0,
108,2024-09-16 15:00:00,1.11233,1.11235,1.11188,1.11226,370,6,0,
109,2024-09-16 15:10:00,1.11224,1.11239,1.112,1.11221,410,6,0,
110,2024-09-16 15:20:00,1.1122,1.11242,1.11211,1.11226,292,6,0,
111,2024-09-16 15:30:00,1.11227,1.11235,1.11163,1.11187,320,6,0,
112,2024-09-16 15:40:00,1.11189,1.1120700000000001,1.11167,1.11198,269,6,0,
113,2024-09-16 15:50:00,1.11196,1.11222,1.11166,1.11222,347,6,0,
114,2024-09-16 16:00:00,1.11222,1.11265,1.11221,1.11248,372,6,0,
115,2024-09-16 16:10:00,1.11248,1.11248,1.11194,1.11205,278,6,0,
116,2024-09-16 16:20:00,1.11205,1.1124,1.112,1.11237,322,6,0,
117,2024-09-16 16:30:00,1.11237,1.11267,1.11234,1.11254,239,6,0,
118,2024-09-16 16:40:00,1.11254,1.11281,1.11252,1.11262,246,6,0,
119,2024-09-16 16:50:00,1.11262,1.11296,1.11255,1.11286,241,6,0,
120,2024-09-16 17:00:00,1.11285,1.11295,1.11266,1.11272,217,6,0,
121,2024-09-16 17:10:00,1.11272,1.11279,1.11236,1.11239,208,6,0,
122,2024-09-16 17:20:00,1.11239,1.11247,1.11208,1.11222,215,6,0,
123,2024-09-16 17:30:00,1.11222,1.11222,1.11159,1.11167,221,6,0,
124,2024-09-16 17:40:00,1.11168,1.11201,1.11163,1.11201,244,6,0,
125,2024-09-16 17:50:00,1.11201,1.11236,1.1118,1.11231,238,6,0,
126,2024-09-16 18:00:00,1.11232,1.11239,1.11214,1.11223,239,6,0,
127,2024-09-16 18:10:00,1.11223,1.11224,1.11196,1.11203,169,6,0,
128,2024-09-16 18:20:00,1.11202,1.11231,1.11197,1.11227,208,6,0,
129,2024-09-16 18:30:00,1.11227,1.11238,1.11218,1.11237,132,6,0,
130,2024-09-16 18:40:00,1.11237,1.11239,1.1120700000000001,1.11215,175,6,0,
131,2024-09-16 18:50:00,1.11214,1.11222,1.11196,1.11206,214,6,0,
132,2024-09-16 19:00:00,1.11206,1.11223,1.11195,1.11199,184,6,0,
133,2024-09-16 19:10:00,1.11199,1.11202,1.11183,1.11197,133,6,0,
134,2024-09-16 19:20:00,1.11196,1.11229,1.1118999999999999,1.11215,190,6,0,
135,2024-09-16 19:30:00,1.11215,1.11257,1.11209,1.1125099999999999,207,6,0,
136,2024-09-16 19:40:00,1.1125099999999999,1.1126800000000001,1.11246,1.11264,155,6,0,
137,2024-09-16 19:50:00,1.11266,1.11294,1.11266,1.11284,179,6,0,
138,2024-09-16 20:00:00,1.11286,1.11302,1.11276,1.11297,128,6,0,
139,2024-09-16 20:10:00,1.11297,1.11298,1.11282,1.11282,82,6,0,
140,2024-09-16 20:20:00,1.1128,1.11302,1.1128,1.11296,86,6,0,
141,2024-09-16 20:30:00,1.11296,1.11306,1.1129,1.113,106,6,0,
142,2024-09-16 20:40:00,1.113,1.11332,1.11297,1.11318,128,6,0,
143,2024-09-16 20:50:00,1.11317,1.11327,1.1131,1.11311,106,6,0,
144,2024-09-16 21:00:00,1.11309,1.11327,1.11309,1.1132,80,11,0,
145,2024-09-16 21:10:00,1.1132,1.11321,1.11307,1.11317,137,11,0,
146,2024-09-16 21:20:00,1.11314,1.1132,1.11304,1.11317,145,11,0,
147,2024-09-16 21:30:00,1.11318,1.11318,1.113,1.11304,130,15,0,
148,2024-09-16 21:40:00,1.11304,1.11316,1.11299,1.11314,129,11,0,
149,2024-09-16 21:50:00,1.11313,1.11315,1.113,1.11313,48,9,0,doji
150,2024-09-16 22:00:00,1.11313,1.11314,1.11276,1.11303,98,6,0,
151,2024-09-16 22:10:00,1.11302,1.11304,1.11278,1.11281,90,6,0,
152,2024-09-16 22:20:00,1.11282,1.11289,1.11277,1.11287,62,6,0,
153,2024-09-16 22:30:00,1.11287,1.11289,1.11275,1.11279,63,6,0,
154,2024-09-16 22:40:00,1.11279,1.11286,1.11274,1.11281,65,6,0,
155,2024-09-16 22:50:00,1.11281,1.11281,1.11266,1.11273,75,6,0,
156,2024-09-16 23:00:00,1.11273,1.11283,1.11253,1.11255,100,6,0,
157,2024-09-16 23:10:00,1.11255,1.11258,1.11232,1.11242,133,6,0,
158,2024-09-16 23:20:00,1.11243,1.1126800000000001,1.11243,1.11263,137,6,0,
159,2024-09-16 23:30:00,1.11265,1.11278,1.11263,1.11274,84,6,0,
160,2024-09-16 23:40:00,1.11274,1.1129,1.11274,1.11285,128,6,0,
161,2024-09-16 23:50:00,1.11285,1.113,1.11284,1.11287,122,6,0,
162,2024-09-17 00:00:00,1.11288,1.1131,1.11279,1.11306,204,6,0,
163,2024-09-17 00:10:00,1.11306,1.1131,1.11261,1.11263,201,6,0,
164,2024-09-17 00:20:00,1.11262,1.11276,1.11258,1.11271,154,6,0,
165,2024-09-17 00:30:00,1.11271,1.11291,1.11254,1.11255,186,6,0,
166,2024-09-17 00:40:00,1.11255,1.11261,1.1122,1.11224,149,6,0,
167,2024-09-17 00:50:00,1.11224,1.11238,1.11216,1.11229,168,6,0,
168,2024-09-17 01:00:00,1.11229,1.11241,1.11225,1.11239,138,6,0,
169,2024-09-17 01:10:00,1.11239,1.11253,1.11235,1.11242,183,6,0,
170,2024-09-17 01:20:00,1.11241,1.11248,1.11232,1.11232,151,6,0,
171,2024-09-17 01:30:00,1.11232,1.11259,1.11232,1.1125,156,6,0,
172,2024-09-17 01:40:00,1.11249,1.11276,1.11244,1.11253,201,6,0,
173,2024-09-17 01:50:00,1.11254,1.1129,1.1125099999999999,1.11274,159,6,0,
174,2024-09-17 02:00:00,1.11274,1.11288,1.1126800000000001,1.11272,125,6,0,
175,2024-09-17 02:10:00,1.11273,1.11288,1.11259,1.11261,165,6,0,
176,2024-09-17 02:20:00,1.11261,1.11289,1.11245,1.11283,145,6,0,
177,2024-09-17 02:30:00,1.11283,1.11291,1.11275,1.1128,100,6,0,
178,2024-09-17 02:40:00,1.1128,1.11293,1.1127,1.11277,100,6,0,
179,2024-09-17 02:50:00,1.11277,1.11294,1.11267,1.11267,104,6,0,
180,2024-09-17 03:00:00,1.11267,1.11267,1.11233,1.11243,125,6,0,
181,2024-09-17 03:10:00,1.11243,1.11272,1.11243,1.11272,135,6,0,
182,2024-09-17 03:20:00,1.11272,1.1128,1.11255,1.11261,103,6,0,
183,2024-09-17 03:30:00,1.11262,1.11265,1.11252,1.11259,108,6,0,
184,2024-09-17 03:40:00,1.11259,1.11259,1.11234,1.11242,139,6,0,
185,2024-09-17 03:50:00,1.11242,1.11253,1.11226,1.11238,143,6,0,
186,2024-09-17 04:00:00,1.11238,1.11242,1.11221,1.11228,117,6,0,
187,2024-09-17 04:10:00,1.11228,1.11231,1.11218,1.11225,117,6,0,
188,2024-09-17 04:20:00,1.11225,1.11232,1.11216,1.11232,122,6,0,
189,2024-09-17 04:30:00,1.11231,1.11238,1.11225,1.11234,113,6,0,
190,2024-09-17 04:40:00,1.11234,1.11239,1.11226,1.1123,119,6,0,
191,2024-09-17 04:50:00,1.11231,1.11244,1.11229,1.11242,102,6,0,
192,2024-09-17 05:00:00,1.11242,1.11246,1.11216,1.11227,126,6,0,
193,2024-09-17 05:10:00,1.11227,1.11236,1.11222,1.11235,90,6,0,
194,2024-09-17 05:20:00,1.11235,1.11256,1.11235,1.11254,112,6,0,
195,2024-09-17 05:30:00,1.11254,1.1126800000000001,1.11248,1.11261,114,6,0,
196,2024-09-17 05:40:00,1.11261,1.11284,1.11256,1.11257,125,6,0,
197,2024-09-17 05:50:00,1.11256,1.1126800000000001,1.11246,1.11263,153,6,0,
198,2024-09-17 06:00:00,1.11265,1.11298,1.1125099999999999,1.11276,264,6,0,
199,2024-09-17 06:10:00,1.11276,1.11307,1.11272,1.11275,241,6,0,bearish_shooting_star
200,2024-09-17 06:20:00,1.11273,1.11305,1.11266,1.11296,256,6,0,
201,2024-09-17 06:30:00,1.11297,1.1133,1.11295,1.11317,222,6,0,
202,2024-09-17 06:40:00,1.11317,1.11319,1.11288,1.1129,291,6,0,
203,2024-09-17 06:50:00,1.11289,1.1129,1.1120700000000001,1.11209,300,6,0,bearish_marubozu
204,2024-09-17 07:00:00,1.1120700000000001,1.11228,1.11173,1.11201,450,6,0,
205,2024-09-17 07:10:00,1.11201,1.11206,1.11156,1.11189,414,6,0,
206,2024-09-17 07:20:00,1.11188,1.1125,1.11188,1.11237,372,6,0,
207,2024-09-17 07:30:00,1.11237,1.11279,1.11237,1.11278,362,6,0,
208,2024-09-17 07:40:00,1.11279,1.11365,1.11278,1.11332,418,6,0,
209,2024-09-17 07:50:00,1.11332,1.11376,1.11331,1.11362,381,6,0,
210,2024-09-17 08:00:00,1.11359,1.11366,1.11328,1.11354,341,6,0,
211,2024-09-17 08:10:00,1.11353,1.11365,1.1133,1.11351,369,6,0,
212,2024-09-17 08:20:00,1.11351,1.11363,1.11327,1.11334,306,6,0,
213,2024-09-17 08:30:00,1.11335,1.11374,1.11335,1.11372,231,6,0,
214,2024-09-17 08:40:00,1.11372,1.11398,1.11368,1.11384,354,6,0,
215,2024-09-17 08:50:00,1.11384,1.1146,1.11381,1.11443,396,6,0,
216,2024-09-17 09:00:00,1.11443,1.11443,1.11367,1.11407,517,6,0,
217,2024-09-17 09:10:00,1.11405,1.11416,1.1137299999999999,1.1139000000000001,292,6,0,
218,2024-09-17 09:20:00,1.11389,1.11408,1.11375,1.11393,280,6,0,
219,2024-09-17 09:30:00,1.11395,1.114,1.11376,1.11392,289,6,0,
220,2024-09-17 09:40:00,1.11392,1.11394,1.11344,1.11352,277,6,0,
221,2024-09-17 09:50:00,1.11352,1.1138,1.11343,1.11379,349,6,0,
222,2024-09-17 10:00:00,1.11379,1.11395,1.11372,1.1139000000000001,238,6,0,
223,2024-09-17 10:10:00,1.11391,1.11396,1.11352,1.1137,234,6,0,
224,2024-09-17 10:20:00,1.1137,1.1137299999999999,1.11337,1.11362,254,6,0,
225,2024-09-17 10:30:00,1.11361,1.1138,1.1135,1.11352,278,6,0,
226,2024-09-17 10:40:00,1.11352,1.11354,1.11315,1.11337,278,6,0,
227,2024-09-17 10:50:00,1.11338,1.11353,1.11333,1.11342,229,6,0,
228,2024-09-17 11:00:00,1.11342,1.11349,1.11298,1.1131,256,6,0,
229,2024-09-17 11:10:00,1.1131,1.11325,1.11302,1.11313,209,6,0,
230,2024-09-17 11:20:00,1.11313,1.11351,1.1131199999999999,1.11341,238,6,0,
231,2024-09-17 11:30:00,1.11341,1.11364,1.11335,1.11359,242,6,0,
232,2024-09-17 11:40:00,1.11359,1.11424,1.11358,1.11397,284,6,0,
233,2024-09-17 11:50:00,1.11397,1.11412,1.11365,1.11382,288,6,0,
234,2024-09-17 12:00:00,1.11384,1.11413,1.1137,1.11383,452,6,0,doji
235,2024-09-17 12:10:00,1.11382,1.11415,1.1137299999999999,1.11383,360,6,0,doji
236,2024-09-17 12:20:00,1.11383,1.11395,1.11316,1.11338,410,5,0,
237,2024-09-17 12:30:00,1.11343,1.1143399999999999,1.11208,1.11211,1705,5,0,
238,2024-09-17 12:40:00,1.11213,1.11262,1.11192,1.11208,1220,6,0,
239,2024-09-17 12:50:00,1.11208,1.11254,1.11175,1.11243,914,6,0,
240,2024-09-17 13:00:00,1.11243,1.11274,1.11147,1.1126,835,6,0,
241,2024-09-17 13:10:00,1.1126,1.11274,1.11222,1.11255,715,6,0,
242,2024-09-17 13:20:00,1.11254,1.1127,1.11188,1.11194,728,6,0,
243,2024-09-17 13:30:00,1.11192,1.11194,1.11148,1.11161,643,6,0,
244,2024-09-17 13:40:00,1.11159,1.11221,1.11148,1.11181,708,6,0,
245,2024-09-17 13:50:00,1.1118,1.11212,1.11115,1.11129,790,6,0,
246,2024-09-17 14:00:00,1.11131,1.11235,1.11131,1.11219,774,6,0,
247,2024-09-17 14:10:00,1.11217,1.11278,1.112,1.11254,647,6,0,
248,2024-09-17 14:20:00,1.11254,1.11269,1.11214,1.11237,669,6,0,
249,2024-09-17 14:30:00,1.11237,1.1126800000000001,1.11219,1.11267,590,6,0,
250,2024-09-17 14:40:00,1.11267,1.1126800000000001,1.11197,1.11248,596,6,0,
251,2024-09-17 14:50:00,1.11246,1.11277,1.11236,1.11244,580,6,0,doji
252,2024-09-17 15:00:00,1.11246,1.1126,1.11166,1.11168,529,6,0,
253,2024-09-17 15:10:00,1.11169,1.11225,1.1116,1.11187,432,6,0,
254,2024-09-17 15:20:00,1.11187,1.11203,1.11153,1.11193,428,6,0,
255,2024-09-17 15:30:00,1.11193,1.11224,1.1116,1.11166,357,6,0,
256,2024-09-17 15:40:00,1.11166,1.11186,1.11156,1.11174,311,6,0,
257,2024-09-17 15:50:00,1.11175,1.11196,1.11149,1.11172,327,6,0,
258,2024-09-17 16:00:00,1.1117,1.11196,1.11162,1.11183,305,6,0,
259,2024-09-17 16:10:00,1.11183,1.11205,1.11155,1.1116,376,6,0,
260,2024-09-17 16:20:00,1.11161,1.11187,1.1114600000000001,1.11172,319,6,0,
261,2024-09-17 16:30:00,1.11173,1.11208,1.11159,1.11206,326,6,0,
262,2024-09-17 16:40:00,1.11204,1.11213,1.11184,1.11187,323,6,0,
263,2024-09-17 16:50:00,1.11187,1.11205,1.1118,1.11192,339,6,0,
264,2024-09-17 17:00:00,1.11192,1.11206,1.11136,1.11138,413,6,0,
265,2024-09-17 17:10:00,1.11138,1.1117,1.11105,1.11154,373,6,0,
266,2024-09-17 17:20:00,1.11154,1.11174,1.11153,1.11158,316,6,0,
267,2024-09-17 17:30:00,1.11158,1.11158,1.11114,1.11118,313,6,0,
268,2024-09-17 17:40:00,1.11116,1.11142,1.11112,1.11136,260,6,0,
269,2024-09-17 17:50:00,1.11135,1.11166,1.11134,1.11161,221,6,0,
270,2024-09-17 18:00:00,1.11161,1.11183,1.1115,1.11183,241,6,0,
271,2024-09-17 18:10:00,1.1118,1.11186,1.11154,1.11155,215,6,0,
272,2024-09-17 18:20:00,1.11155,1.11184,1.11154,1.11167,234,6,0,
273,2024-09-17 18:30:00,1.11167,1.11204,1.11163,1.11197,204,6,0,
274,2024-09-17 18:40:00,1.11197,1.11217,1.11188,1.11208,205,6,0,
275,2024-09-17 18:50:00,1.1120700000000001,1.11224,1.11194,1.1122,263,6,0,
276,2024-09-17 19:00:00,1.11219,1.11232,1.11195,1.11196,246,6,0,
277,2024-09-17 19:10:00,1.11196,1.11216,1.11191,1.11197,197,6,0,doji
278,2024-09-17 19:20:00,1.11196,1.11197,1.11174,1.11178,209,6,0,
279,2024-09-17 19:30:00,1.11178,1.11186,1.11149,1.11164,231,6,0,
280,2024-09-17 19:40:00,1.11163,1.11172,1.11152,1.11157,208,6,0,
281,2024-09-17 19:50:00,1.11155,1.11159,1.11145,1.11158,195,6,0,
282,2024-09-17 20:00:00,1.11157,1.11165,1.11149,1.1116,130,6,0,
283,2024-09-17 20:10:00,1.1116,1.11166,1.11155,1.11163,123,6,0,
284,2024-09-17 20:20:00,1.11163,1.11167,1.11148,1.11152,129,6,0,
285,2024-09-17 20:30:00,1.11151,1.11161,1.1114600000000001,1.11151,100,6,0,doji
286,2024-09-17 20:40:00,1.1115,1.11151,1.11126,1.11127,86,6,0,bearish_marubozu
287,2024-09-17 20:50:00,1.11126,1.11141,1.11125,1.1113,154,6,0,
288,2024-09-17 21:00:00,1.11132,1.11136,1.1112,1.11128,66,14,0,
289,2024-09-17 21:10:00,1.1113,1.11135,1.11115,1.11132,97,19,0,
290,2024-09-17 21:20:00,1.11134,1.11136,1.11116,1.11129,87,17,0,
291,2024-09-17 21:30:00,1.11131,1.11135,1.11122,1.11127,147,22,0,
292,2024-09-17 21:40:00,1.11127,1.11142,1.11125,1.11132,78,11,0,
293,2024-09-17 21:50:00,1.1113,1.11142,1.11119,1.11139,53,9,0,
294,2024-09-17 22:00:00,1.11142,1.1115,1.11134,1.11142,57,6,0,doji
295,2024-09-17 22:10:00,1.11142,1.1115,1.11137,1.11147,57,6,0,
296,2024-09-17 22:20:00,1.11147,1.11159,1.11144,1.11155,56,6,0,
297,2024-09-17 22:30:00,1.11155,1.1117,1.11155,1.11167,80,6,0,
298,2024-09-17 22:40:00,1.11166,1.11175,1.11165,1.11174,59,6,0,
299,2024-09-17 22:50:00,1.11175,1.11184,1.11173,1.11178,67,6,0,
300,2024-09-17 23:00:00,1.11179,1.11189,1.11175,1.11185,75,6,0,
301,2024-09-17 23:10:00,1.11185,1.11196,1.11178,1.11195,62,6,0,
302,2024-09-17 23:20:00,1.11195,1.11219,1.11189,1.11218,81,6,0,
303,2024-09-17 23:30:00,1.11216,1.1123,1.11214,1.1123,90,6,0,
304,2024-09-17 23:40:00,1.11231,1.11235,1.11224,1.11225,109,6,0,
305,2024-09-17 23:50:00,1.11226,1.11227,1.11215,1.11215,86,6,0,
306,2024-09-18 00:00:00,1.11216,1.11238,1.11211,1.11231,169,6,0,
307,2024-09-18 00:10:00,1.1123,1.11239,1.11215,1.11227,138,6,0,
308,2024-09-18 00:20:00,1.11227,1.11245,1.11227,1.11238,163,6,0,
309,2024-09-18 00:30:00,1.11238,1.11238,1.11223,1.11228,142,6,0,
310,2024-09-18 00:40:00,1.11228,1.11231,1.11216,1.11225,136,6,0,
311,2024-09-18 00:50:00,1.11224,1.11283,1.11218,1.11265,306,6,0,
312,2024-09-18 01:00:00,1.11265,1.11284,1.11264,1.1127,237,6,0,
313,2024-09-18 01:10:00,1.1127,1.11279,1.11259,1.11275,201,6,0,
314,2024-09-18 01:20:00,1.11275,1.11301,1.11258,1.11259,171,6,0,
315,2024-09-18 01:30:00,1.11259,1.11276,1.1125,1.11261,176,6,0,
316,2024-09-18 01:40:00,1.1126,1.11283,1.1126,1.11267,189,6,0,
317,2024-09-18 01:50:00,1.11267,1.11288,1.11263,1.11276,151,6,0,
318,2024-09-18 02:00:00,1.11276,1.11286,1.11249,1.11267,180,6,0,
319,2024-09-18 02:10:00,1.11267,1.1126800000000001,1.11244,1.1126,140,6,0,
320,2024-09-18 02:20:00,1.11259,1.11261,1.11247,1.11247,105,6,0,
321,2024-09-18 02:30:00,1.11247,1.11277,1.11247,1.1127,113,6,0,
322,2024-09-18 02:40:00,1.1127,1.11272,1.11252,1.11258,126,6,0,
323,2024-09-18 02:50:00,1.11258,1.11276,1.11253,1.11276,127,6,0,
324,2024-09-18 03:00:00,1.11277,1.11284,1.1126,1.11267,155,6,0,
