,time,open,high,low,close,tick_volume,spread,real_volume,candle_type
0,2024-09-17 16:00:00,1.1117,1.11196,1.11162,1.11183,305,6,0,
1,2024-09-17 16:10:00,1.11183,1.11205,1.11155,1.1116,376,6,0,
2,2024-09-17 16:20:00,1.11161,1.11187,1.1114600000000001,1.11172,319,6,0,
3,2024-09-17 16:30:00,1.11173,1.11208,1.11159,1.11206,326,6,0,
4,2024-09-17 16:40:00,1.11204,1.11213,1.11184,1.11187,323,6,0,
5,2024-09-17 16:50:00,1.11187,1.11205,1.1118,1.11192,339,6,0,
6,2024-09-17 17:00:00,1.11192,1.11206,1.11136,1.11138,413,6,0,
