SYMBOL,TIME FRAME,MAGIC,AVG CANDLE,ACTION,TP,SL,METHOD,DATA,RESULT,AMOUNT
XAUUSD,M1,1254,0.576428571,buy,1152.857143,1152.857143,fibonacci_price_action,,L,
XAUUSD,M1,1255,0.610142857,sell,1220.285714,1220.285714,fibonacci_price_action,,W,
XAUUSD,M1,1265,0.306857143,buy,613.7142857,613.7142857,fibonacci_price_action,,L,
XAUUSD,M1,1267,0.468285714,sell,936.5714286,936.5714286,fibonacci_price_action,,W,
XAUUSD,M1,1269,0.323,sell,646,646,fibonacci_price_action,,L,
XAUUSD,M1,1271,0.385,sell,770,770,fibonacci_price_action,,W,
XAUUSD,M1,1277,0.273571429,sell,547.1428571,547.1428571,fibonacci_price_action,,L,
XAUUSD,M1,1280,0.441,sell,882,882,fibonacci_price_action,,W,
XAUUSD,M1,1293,0.466857143,sell,933.7142857,933.7142857,fibonacci_price_action,,W,
XAUUSD,M1,1312,0.556285714,sell,1112.571429,1112.571429,fibonacci_price_action,,L,
XAUUSD,M1,1317,0.556571429,buy,1113.142857,1113.142857,fibonacci_price_action,,L,
XAUUSD,M1,1323,0.599285714,buy,1198.571429,1198.571429,fibonacci_price_action,,L,
XAUUSD,M1,1338,0.502714286,buy,1005.428571,1005.428571,fibonacci_price_action,,L,
XAUUSD,M1,1339,0.582285714,sell,1164.571429,1164.571429,fibonacci_price_action,,L,
XAUUSD,M1,1343,0.575571429,buy,1151.142857,1151.142857,fibonacci_price_action,,W,
XAUUSD,M1,1344,0.672428571,sell,1344.857143,1344.857143,fibonacci_price_action,,L,
XAUUSD,M1,1350,0.597857143,sell,1195.714286,1195.714286,fibonacci_price_action,,L,
XAUUSD,M1,1354,0.604714286,sell,1209.428571,1209.428571,fibonacci_price_action,,L,
XAUUSD,M1,1361,0.483571429,buy,967.1428571,967.1428571,fibonacci_price_action,,L,
XAUUSD,M1,1377,1.124,sell,2248,2248,fibonacci_price_action,,L,
XAUUSD,M1,1384,0.908142857,buy,1816.285714,1816.285714,fibonacci_price_action,,L,
XAUUSD,M1,1399,0.847285714,sell,1694.571429,1694.571429,fibonacci_price_action,,W,
XAUUSD,M1,1401,0.982571429,sell,1965.142857,1965.142857,fibonacci_price_action,,L,
XAUUSD,M1,1402,0.624571429,buy,1249.142857,1249.142857,fibonacci_price_action,,L,
XAUUSD,M1,1404,0.645285714,buy,1290.571429,1290.571429,fibonacci_price_action,,L,
XAUUSD,M1,1426,0.355142857,sell,710.2857143,710.2857143,fibonacci_price_action,,L,
XAUUSD,M1,1440,0.738428571,sell,1476.857143,1476.857143,fibonacci_price_action,,L,
XAUUSD,M1,1449,0.521428571,buy,1042.857143,1042.857143,fibonacci_price_action,,W,
XAUUSD,M1,1454,0.625142857,buy,1250.285714,1250.285714,fibonacci_price_action,,L,
XAUUSD,M1,1455,0.552285714,buy,1104.571429,1104.571429,fibonacci_price_action,,W,
XAUUSD,M1,1468,0.327857143,buy,655.7142857,655.7142857,fibonacci_price_action,,W,
XAUUSD,M1,1469,0.308571429,buy,617.1428571,617.1428571,fibonacci_price_action,,W,
XAUUSD,M1,1471,0.480428571,sell,960.8571429,960.8571429,fibonacci_price_action,,L,
XAUUSD,M1,1474,0.411714286,buy,823.4285714,823.4285714,fibonacci_price_action,,L,
XAUUSD,M1,1482,0.158714286,sell,317.4285714,317.4285714,fibonacci_price_action,,L,
XAUUSD,M1,1486,0.153714286,buy,307.4285714,307.4285714,fibonacci_price_action,,L,
XAUUSD,M1,1489,0.196,buy,392,392,fibonacci_price_action,,L,
XAUUSD,M1,1490,0.210857143,buy,421.7142857,421.7142857,fibonacci_price_action,,W,
XAUUSD,M1,1494,0.348714286,buy,697.4285714,697.4285714,fibonacci_price_action,,L,
XAUUSD,M1,1496,0.276714286,buy,553.4285714,553.4285714,fibonacci_price_action,,L,
XAUUSD,M1,1504,0.223428571,sell,446.8571429,446.8571429,fibonacci_price_action,,W,
XAUUSD,M1,1523,0.595,buy,1190,1190,fibonacci_price_action,,L,
XAUUSD,M1,1535,0.440714286,sell,881.4285714,881.4285714,fibonacci_price_action,,L,
XAUUSD,M1,1551,0.542,buy,1084,1084,fibonacci_price_action,,L,
XAUUSD,M1,1561,0.504714286,sell,1009.428571,1009.428571,fibonacci_price_action,,W,
XAUUSD,M1,1564,0.883,buy,1766,1766,fibonacci_price_action,,W,
XAUUSD,M1,1567,0.594571429,sell,1189.142857,1189.142857,fibonacci_price_action,,W,
XAUUSD,M1,1568,0.538571429,sell,1077.142857,1077.142857,fibonacci_price_action,,W,
XAUUSD,M1,1570,0.546428571,buy,1092.857143,1092.857143,fibonacci_price_action,,L,
XAUUSD,M1,1572,0.423,sell,846,846,fibonacci_price_action,,L,
XAUUSD,M1,1573,0.364285714,sell,728.5714286,728.5714286,fibonacci_price_action,,L,
XAUUSD,M1,1580,0.429714286,buy,859.4285714,859.4285714,fibonacci_price_action,,L,
XAUUSD,M1,1583,0.357142857,sell,714.2857143,714.2857143,fibonacci_price_action,,W,
XAUUSD,M1,1589,0.380571429,sell,761.1428571,761.1428571,fibonacci_price_action,,W,
XAUUSD,M1,1595,0.587428571,buy,1174.857143,1174.857143,fibonacci_price_action,,L,
XAUUSD,M1,1600,0.485428571,sell,970.8571429,970.8571429,fibonacci_price_action,,W,
XAUUSD,M1,1601,0.511142857,sell,1022.285714,1022.285714,fibonacci_price_action,,W,
XAUUSD,M1,1609,0.859571429,buy,1719.142857,1719.142857,fibonacci_price_action,,L,
XAUUSD,M1,1617,0.858714286,buy,1717.428571,1717.428571,fibonacci_price_action,,L,
XAUUSD,M1,1618,0.627428571,sell,1254.857143,1254.857143,fibonacci_price_action,,W,
XAUUSD,M1,1620,0.829142857,buy,1658.285714,1658.285714,fibonacci_price_action,,W,
XAUUSD,M1,1634,1.104714286,sell,2209.428571,2209.428571,fibonacci_price_action,,W,
XAUUSD,M1,1636,1.088285714,sell,2176.571429,2176.571429,fibonacci_price_action,,L,
XAUUSD,M1,1645,0.790857143,sell,1581.714286,1581.714286,fibonacci_price_action,,L,
XAUUSD,M1,1650,0.748142857,buy,1496.285714,1496.285714,fibonacci_price_action,,W,
XAUUSD,M1,1651,0.574714286,sell,1149.428571,1149.428571,fibonacci_price_action,,W,
XAUUSD,M1,1657,0.533714286,buy,1067.428571,1067.428571,fibonacci_price_action,,L,
XAUUSD,M1,1660,0.849571429,sell,1699.142857,1699.142857,fibonacci_price_action,,L,
XAUUSD,M1,1671,0.485571429,sell,971.1428571,971.1428571,fibonacci_price_action,,L,-9.71
EURUSD,M5,1263,0.000118571,buy,23.71428571,23.71428571,ichimoku_stochastic,,W,
EURUSD,M5,1332,0.000182857,buy,36.57142857,36.57142857,ichimoku_stochastic,,L,
EURUSD,M5,1349,0.000204286,sell,40.85714286,40.85714286,ichimoku_stochastic,,W,
EURUSD,M5,1352,0.000191429,sell,38.28571429,38.28571429,ichimoku_stochastic,,W,
EURUSD,M5,1370,0.000284286,sell,56.85714286,56.85714286,ichimoku_stochastic,,W,
EURUSD,M5,1459,0.000154286,buy,30.85714286,30.85714286,ichimoku_stochastic,,L,
EURUSD,M5,1460,0.000154286,buy,30.85714286,30.85714286,ichimoku_stochastic,,L,
EURUSD,M5,1462,0.000131429,buy,26.28571429,26.28571429,ichimoku_stochastic,,L,
EURUSD,M5,1548,0.000128571,sell,25.71428571,25.71428571,ichimoku_stochastic,,W,
EURUSD,M5,1549,0.000125714,sell,25.14285714,25.14285714,ichimoku_stochastic,,W,
EURUSD,M5,1607,0.000251429,sell,50.28571429,50.28571429,ichimoku_stochastic,,W,
EURUSD,M5,1629,0.000334286,sell,66.85714286,66.85714286,ichimoku_stochastic,,W,
GBPUSD,M5,1336,0.000381429,buy,76.28571429,76.28571429,ichimoku_stochastic,,L,
GBPUSD,M5,1406,0.000428571,buy,85.71428571,85.71428571,ichimoku_stochastic,,W,
GBPUSD,M5,1542,0.000142857,sell,28.57142857,28.57142857,ichimoku_stochastic,,W,
GBPUSD,M5,1545,0.000164286,sell,32.85714286,32.85714286,ichimoku_stochastic,,W,
USDJPY,M5,1238,0.051857143,sell,103.7142857,103.7142857,ichimoku_stochastic,,L,
USDJPY,M5,1239,0.052,sell,104,104,ichimoku_stochastic,,L,
USDJPY,M5,1257,0.053714286,buy,107.4285714,107.4285714,ichimoku_stochastic,,W,
USDJPY,M5,1274,0.054142857,buy,108.2857143,108.2857143,ichimoku_stochastic,,L,
USDJPY,M5,1275,0.048285714,buy,96.57142857,96.57142857,ichimoku_stochastic,,L,
USDJPY,M5,1276,0.047285714,buy,94.57142857,94.57142857,ichimoku_stochastic,,L,
USDJPY,M5,1278,0.048,buy,96,96,ichimoku_stochastic,,L,
USDJPY,M5,1458,0.037,sell,74,74,ichimoku_stochastic,,W,
USDJPY,M5,1588,0.051285714,sell,102.5714286,102.5714286,ichimoku_stochastic,,W,
USDJPY,M5,1638,0.062714286,buy,125.4285714,125.4285714,ichimoku_stochastic,,L,
USDJPY,M5,1640,0.079714286,buy,159.4285714,159.4285714,ichimoku_stochastic,,L,
USDJPY,M5,1659,0.055714286,sell,111.4285714,111.4285714,ichimoku_stochastic,,L,
XAUUSD,M5,1314,1.122285714,sell,2244.571429,2244.571429,ichimoku_stochastic,,L,
XAUUSD,M5,1346,1.119142857,sell,2238.285714,2238.285714,ichimoku_stochastic,,L,
XAUUSD,M5,1408,2.385,buy,4770,4770,ichimoku_stochastic,,W,
XAUUSD,M5,1411,2.022714286,buy,4045.428571,4045.428571,ichimoku_stochastic,,W,
XAUUSD,M5,1412,1.603142857,buy,3206.285714,3206.285714,ichimoku_stochastic,,W,
XAUUSD,M5,1413,1.487142857,buy,2974.285714,2974.285714,ichimoku_stochastic,,W,
XAUUSD,M5,1499,0.903285714,buy,1806.571429,1806.571429,ichimoku_stochastic,,W,
XAUUSD,M5,1626,1.604142857,sell,3208.285714,3208.285714,ichimoku_stochastic,,L,
EURUSD,M1,1244,8.57E-05,sell,17.14285714,17.14285714,volman_strategies,,L,
EURUSD,M1,1310,9.86E-05,buy,19.71428571,19.71428571,volman_strategies,,L,
EURUSD,M1,1311,0.000107143,buy,21.42857143,21.42857143,volman_strategies,,L,
EURUSD,M1,1315,0.000101429,sell,20.28571429,20.28571429,volman_strategies,,W,
EURUSD,M1,1368,0.000135714,buy,27.14285714,27.14285714,volman_strategies,,W,
EURUSD,M1,1375,0.00012,buy,24,24,volman_strategies,,L,
EURUSD,M1,1392,0.000217143,buy,43.42857143,43.42857143,volman_strategies,,L,
EURUSD,M1,1432,0.000111429,buy,22.28571429,22.28571429,volman_strategies,,W,
EURUSD,M1,1508,7.43E-05,sell,14.85714286,14.85714286,volman_strategies,,W,
EURUSD,M1,1584,9.43E-05,sell,18.85714286,18.85714286,volman_strategies,,W,
EURUSD,M1,1621,0.000141429,buy,28.28571429,28.28571429,volman_strategies,,W,
EURUSD,M1,1625,0.00013,buy,26,26,volman_strategies,,L,
EURUSD,M1,1641,0.000171429,sell,34.28571429,34.28571429,volman_strategies,,L,
XAUUSD,M1,1222,0.402,buy,804,804,volman_strategies,,L,
XAUUSD,M1,1229,0.214428571,buy,428.8571429,428.8571429,volman_strategies,,L,
XAUUSD,M1,1281,0.336142857,buy,672.2857143,672.2857143,volman_strategies,,L,
XAUUSD,M1,1287,0.555714286,buy,1111.428571,1111.428571,volman_strategies,,W,
XAUUSD,M1,1301,0.73,buy,1460,1460,volman_strategies,,L,
XAUUSD,M1,1355,0.555428571,sell,1110.857143,1110.857143,volman_strategies,,L,
XAUUSD,M1,1366,0.570571429,sell,1141.142857,1141.142857,volman_strategies,,L,
XAUUSD,M1,1373,0.892285714,sell,1784.571429,1784.571429,volman_strategies,,W,
XAUUSD,M1,1397,0.677,sell,1354,1354,volman_strategies,,W,
XAUUSD,M1,1416,0.749142857,sell,1498.285714,1498.285714,volman_strategies,,L,
XAUUSD,M1,1423,0.539142857,buy,1078.285714,1078.285714,volman_strategies,,W,
XAUUSD,M1,1461,0.289285714,buy,578.5714286,578.5714286,volman_strategies,,L,
XAUUSD,M1,1464,0.435857143,sell,871.7142857,871.7142857,volman_strategies,,W,
XAUUSD,M1,1500,0.284571429,sell,569.1428571,569.1428571,volman_strategies,,W,
XAUUSD,M1,1501,0.313142857,sell,626.2857143,626.2857143,volman_strategies,,L,
XAUUSD,M1,1505,0.342285714,buy,684.5714286,684.5714286,volman_strategies,,L,
XAUUSD,M1,1510,0.576285714,buy,1152.571429,1152.571429,volman_strategies,,L,
XAUUSD,M1,1511,0.412285714,buy,824.5714286,824.5714286,volman_strategies,,L,
XAUUSD,M1,1515,0.673714286,buy,1347.428571,1347.428571,volman_strategies,,L,
XAUUSD,M1,1541,0.298142857,sell,596.2857143,596.2857143,volman_strategies,,W,
XAUUSD,M1,1552,0.544,sell,1088,1088,volman_strategies,,W,
XAUUSD,M1,1559,0.667714286,buy,1335.428571,1335.428571,volman_strategies,,L,
XAUUSD,M1,1602,0.511142857,sell,1022.285714,1022.285714,volman_strategies,,W,
XAUUSD,M1,1605,0.524285714,buy,1048.571429,1048.571429,volman_strategies,,L,
XAUUSD,M1,1613,0.490142857,buy,980.2857143,980.2857143,volman_strategies,,L,
XAUUSD,M1,1624,0.871857143,buy,1743.714286,1743.714286,volman_strategies,,W,
XAUUSD,M1,1628,1.108571429,buy,2217.142857,2217.142857,volman_strategies,,L,
XAUUSD,M1,1644,0.672285714,sell,1344.571429,1344.571429,volman_strategies,,L,
XAUUSD,M1,1661,0.688142857,sell,1376.285714,1376.285714,volman_strategies,,W,
USDJPY,M5,1680,0.051,buy,51,132.5,boil_xian,{},,
GBPUSD,M5,1681,0.000197143,sell,118.2857143,59.14285714,boil_macd,,,
GBPUSD,M5,1682,0.000167143,sell,16.71428571,12.35714286,boil_xian,{},,
USDJPY,M5,1683,0.070285714,buy,37.15,29.075,boil_xian,{},,
GBPUSD,M5,1684,0.000118571,sell,11.85714286,9.428571429,boil_xian,{},,
XAUUSD,M1,1685,0.186571429,sell,559.7142857,373.1428571,volman_strategies,,,
GBPUSD,M5,1686,0.000112857,sell,8.35,8.175,boil_xian,{},,
EURUSD,M5,1687,0.000118571,sell,71.14285714,35.57142857,boil_macd,,,
USDJPY,M5,1688,0.066285714,sell,36.1,21.05,boil_xian,{},,
EURUSD,M5,1689,0.000132857,sell,79.71428571,39.85714286,boil_macd,,,
USDJPY,M5,1690,0.085142857,sell,85.14285714,45.57142857,boil_xian,{},,
XAUUSD,M5,1691,1.641,sell,1641,876.5,boil_xian,{},,
EURUSD,M5,1692,0.000152857,sell,15.28571429,10.64285714,boil_xian,{},,
GBPUSD,M5,1693,0.000258571,sell,25.85714286,16.42857143,boil_xian,{},,
XAUUSD,M1,1694,0.411142857,sell,1233.428571,822.2857143,volman_strategies,,,
XAUUSD,M1,1695,0.664571429,sell,1993.714286,1329.142857,volman_strategies,,,
XAUUSD,M5,1696,0.752857143,buy,3011.428571,1505.714286,ichimoku_stochastic,,,
EURUSD,M5,1697,0.00012,buy,48,24,ichimoku_stochastic,,,
GBPUSD,M5,1698,0.00017,buy,68,34,ichimoku_stochastic,,,
EURUSD,M5,1699,0.000107143,buy,42.85714286,21.42857143,ichimoku_stochastic,,,
GBPUSD,M5,1700,0.000188571,buy,18.85714286,13.42857143,boil_xian,{},,
XAUUSD,M5,1701,1.088285714,sell,6529.714286,3264.857143,boil_macd,,,
XAUUSD,M5,1702,1.083285714,sell,6499.714286,3249.857143,boil_macd,,,
XAUUSD,M5,1703,0.962428571,sell,962.4285714,537.2142857,boil_xian,{},,
USDJPY,M5,1704,0.044428571,buy,177.7142857,88.85714286,ichimoku_stochastic,,,
XAUUSD,M1,1705,0.39,buy,1170,780,volman_strategies,,,
XAUUSD,M5,1706,0.803428571,sell,803.4285714,457.7142857,boil_xian,{},,
EURUSD,M5,1707,0.00013,sell,13,9.5,boil_xian,{},,
GBPUSD,M5,1708,0.000195714,sell,19.57142857,13.28571429,boil_xian,{},,
USDJPY,M5,1709,0.047,buy,2.45,4.725,boil_xian,{},,
XAUUSD,M5,1710,1.068,sell,1068,590,boil_xian,{},,
EURUSD,M5,1711,0.000122857,sell,12.28571429,9.142857143,boil_xian,{},,
XAUUSD,M1,1712,0.284571429,buy,853.7142857,569.1428571,volman_strategies,,,
USDJPY,M5,1713,0.041,sell,41,23.5,boil_xian,{},,
XAUUSD,M5,1714,1.174571429,buy,4698.285714,2349.142857,ichimoku_stochastic,,,
XAUUSD,M5,1715,0.980285714,buy,980.2857143,546.1428571,boil_xian,{},,
EURUSD,M5,1716,0.000164286,sell,16.35,11.175,boil_xian,{},,
GBPUSD,M5,1717,0.000242857,sell,23.4,15.2,boil_xian,{},,
EURUSD,M5,1718,0.000212857,sell,127.7142857,63.85714286,boil_macd,,,
XAUUSD,M5,1719,1.071714286,sell,1071.714286,591.8571429,boil_xian,{},,
EURUSD,M5,1720,0.000227143,sell,8.3,7.15,boil_xian,{},,
GBPUSD,M5,1721,0.000258571,sell,25.85714286,16.42857143,boil_xian,{},,
USDJPY,M5,1722,0.051857143,buy,207.4285714,103.7142857,ichimoku_stochastic,,,
EURUSD,M5,1723,0.000215714,sell,16.9,11.45,boil_xian,{},,
USDJPY,M5,1724,0.066285714,buy,66.28571429,36.14285714,boil_xian,{},,
USDJPY,M5,1725,0.056714286,buy,56.71428571,31.85714286,boil_xian,{},,
GBPUSD,M5,1726,0.000395714,sell,39.57142857,23.28571429,boil_xian,{},,
EURUSD,M5,1727,0.000247143,buy,24.71428571,15.35714286,boil_xian,{},,
EURUSD,M5,1728,0.00022,buy,22,14,boil_xian,{},,
XAUUSD,M5,1729,1.213571429,buy,1213.571429,662.7857143,boil_xian,{},,
EURUSD,M1,1730,0.000131429,buy,39.42857143,26.28571429,volman_strategies,,,
XAUUSD,M1,1731,0.473714286,buy,1421.142857,947.4285714,volman_strategies,,,
GBPUSD,M5,1732,0.000477143,buy,0.15,3.575,boil_xian,{},,
EURUSD,M5,1733,0.000358571,buy,35.85714286,20.92857143,boil_xian,{},,
GBPUSD,M5,1734,0.000602857,sell,361.7142857,180.8571429,boil_macd,,,
USDJPY,M5,1735,0.065571429,sell,65.57142857,35.78571429,boil_xian,{},,
EURUSD,M5,1736,0.000857143,buy,85.71428571,45.85714286,boil_xian,{},,
GBPUSD,M5,1737,0.000718571,buy,71.85714286,39.42857143,boil_xian,{},,
EURUSD,M5,1738,0.000668571,buy,66.85714286,36.42857143,boil_xian,{},,
GBPUSD,M5,1739,0.000817143,buy,81.71428571,44.35714286,boil_xian,{},,
XAUUSD,M1,1740,0.435857143,buy,1307.571429,871.7142857,volman_strategies,,,
EURUSD,M5,1741,0.000405714,sell,162.2857143,81.14285714,ichimoku_stochastic,,,
EURUSD,M5,1742,0.000401429,sell,160.5714286,80.28571429,ichimoku_stochastic,,,
GBPUSD,M5,1743,0.000405714,sell,162.2857143,81.14285714,ichimoku_stochastic,,,
EURUSD,M1,1744,0.00016,sell,48,32,volman_strategies,,,
XAUUSD,M5,1745,1.138857143,sell,1138.857143,625.4285714,boil_xian,{},,
EURUSD,M5,1746,0.000305714,sell,122.2857143,61.14285714,ichimoku_stochastic,,,
GBPUSD,M5,1747,0.00038,sell,152,76,ichimoku_stochastic,,,
XAUUSD,M5,1748,1.544,sell,1544,828,boil_xian,{},,
XAUUSD,M5,1749,1.685428571,sell,1685.428571,898.7142857,boil_xian,{},,
EURUSD,M5,1750,0.000252857,sell,25.28571429,15.64285714,boil_xian,{},,
USDJPY,M5,1751,0.047571429,sell,190.2857143,95.14285714,ichimoku_stochastic,,,
XAUUSD,M1,1752,0.452285714,sell,1356.857143,904.5714286,volman_strategies,,,
XAUUSD,M5,1753,1.008428571,buy,1008.428571,560.2142857,boil_xian,{},,
XAUUSD,M5,1754,1.028,buy,2056,2056,ichimoku_stochastic,,,
USDJPY,M5,1755,0.054571429,sell,54.57142857,30.28571429,boil_xian,{},,
GBPUSD,M5,1756,0.000487143,buy,48.71428571,27.85714286,boil_xian,{},,
EURUSD,M1,1757,0.000127143,sell,38.14285714,25.42857143,volman_strategies,,,
GBPUSD,M5,1758,0.000494286,buy,49.42857143,28.21428571,boil_xian,{},,
EURUSD,M5,1759,0.000394286,buy,28.55,17.275,boil_xian,{},,
XAUUSD,M5,1760,2.218142857,buy,2218.142857,1165.071429,boil_xian,{},,
EURUSD,M5,1761,0.000625714,buy,62.57142857,34.28571429,boil_xian,{},,
GBPUSD,M5,1762,0.000787143,buy,78.71428571,42.85714286,boil_xian,{},,
GBPUSD,M5,1763,0.00093,buy,93,50,boil_xian,{},,
XAUUSD,M5,1764,3.620571429,buy,3620.571429,1866.285714,boil_xian,{},,
GBPUSD,M5,1765,0.000947143,buy,94.71428571,50.85714286,boil_xian,{},,
GBPUSD,M5,1766,0.000987143,buy,98.71428571,52.85714286,boil_xian,{},,
GBPUSD,M5,1767,0.000987143,buy,98.71428571,52.85714286,boil_xian,{},,
GBPUSD,M5,1768,0.000987143,buy,98.71428571,52.85714286,boil_xian,{},,
XAUUSD,M5,1769,4.226714286,buy,4226.714286,2169.357143,boil_xian,{},,
USDJPY,M5,1770,0.196,sell,196,101.5,boil_xian,{},,
EURUSD,M5,1771,0.000845714,buy,68.8,37.4,boil_xian,{},,
XAUUSD,M1,1772,1.181714286,buy,3545.142857,2363.428571,volman_strategies,,,
EURUSD,M1,1773,0.000187143,sell,56.14285714,37.42857143,volman_strategies,,,
GBPUSD,M5,1774,0.000632857,buy,63.28571429,35.14285714,boil_xian,{},,
EURUSD,M5,1775,0.000442857,buy,44.28571429,25.14285714,boil_xian,{},,
XAUUSD,M5,1776,2.248142857,sell,4496.285714,4496.285714,ichimoku_stochastic,,,
XAUUSD,M5,1777,2.499714286,sell,2499.714286,1305.857143,boil_xian,{},,
USDJPY,M5,1778,0.086428571,buy,172.8571429,172.8571429,ichimoku_stochastic,,,
USDJPY,M5,1779,0.086,buy,172,172,ichimoku_stochastic,,,
GBPUSD,M5,1780,0.00077,buy,462,231,boil_macd,,,
EURUSD,M1,1781,0.00019,buy,57,38,volman_strategies,,,
EURUSD,M5,1782,0.000561429,buy,56.14285714,31.07142857,boil_xian,{},,
USDJPY,M5,1783,0.075857143,sell,455.1428571,227.5714286,boil_macd,,,
XAUUSD,M1,1784,0.749285714,buy,2247.857143,1498.571429,volman_strategies,,,
EURUSD,M1,1785,0.00016,buy,48,32,volman_strategies,,,
XAUUSD,M5,1786,1.771142857,sell,1771.142857,941.5714286,boil_xian,{},,
GBPUSD,M5,1787,0.000487143,sell,48.71428571,27.85714286,boil_xian,{},,
USDJPY,M5,1788,0.055571429,buy,55.57142857,31.28571429,boil_xian,{},,
GBPUSD,M5,1789,0.000472857,sell,47.28571429,27.14285714,boil_xian,{},,
EURUSD,M1,1790,0.000171429,sell,51.42857143,34.28571429,volman_strategies,,,
XAUUSD,M5,1791,1.616142857,buy,499.85,305.925,boil_xian,{},,
XAUUSD,M1,1792,0.589571429,sell,1768.714286,1179.142857,volman_strategies,,,
XAUUSD,M5,1793,1.128428571,sell,1128.428571,620.2142857,boil_xian,{},,
XAUUSD,M1,1794,0.573714286,buy,1721.142857,1147.428571,volman_strategies,,,
XAUUSD,M5,1795,1.134428571,sell,1134.428571,623.2142857,boil_xian,{},,
XAUUSD,M5,1796,1.106857143,sell,1106.857143,609.4285714,boil_xian,{},,
XAUUSD,M1,1797,0.468714286,buy,1406.142857,937.4285714,volman_strategies,,,
EURUSD,M1,1798,8.14E-05,buy,24.42857143,16.28571429,volman_strategies,,,
GBPUSD,M5,1799,0.000307143,buy,29.35,18.175,boil_xian,{},,
GBPUSD,M5,1800,0.000334286,buy,33.42857143,20.21428571,boil_xian,{},,
EURUSD,M5,1801,0.00022,buy,22,14,boil_xian,{},,
XAUUSD,M5,1802,1.375857143,buy,1375.857143,743.9285714,boil_xian,{},,
USDJPY,M5,1803,0.042142857,buy,252.8571429,126.4285714,boil_macd,,,
EURUSD,M5,1804,0.000207143,buy,20.71428571,13.85714286,boil_xian,{},,
GBPUSD,M5,1805,0.000435714,buy,43.57142857,25.28571429,boil_xian,{},,
USDJPY,M5,1806,0.039285714,buy,37.7,21.85,boil_xian,{},,
USDJPY,M5,1807,0.049,buy,6.6,6.3,boil_xian,{},,
XAUUSD,M1,1808,0.407,sell,1221,814,volman_strategies,,,
USDJPY,M5,1809,0.033285714,sell,33.28571429,19.64285714,boil_xian,{},,
EURUSD,M5,1810,0.000125714,buy,12.57142857,9.285714286,boil_xian,{},,
USDJPY,M5,1811,0.029,sell,29,18,boil_xian,{},,
USDJPY,M5,1812,0.027428571,sell,10.1,8.55,boil_xian,{},,
XAUUSD,M5,1813,0.562714286,buy,461.75,286.875,boil_xian,{},,
USDJPY,M5,1814,0.047285714,buy,31.52380952,26.64285714,boil_xian,{},,
XAUUSD,M5,1815,0.299857143,buy,1799.142857,899.5714286,boil_macd,,,
EURUSD,M5,1816,6.43E-05,sell,4.285714286,6.214285714,boil_xian,{},,
XAUUSD,M5,1817,0.287428571,buy,191.6190476,199.7142857,boil_xian,{},,
XAUUSD,M1,1818,0.157714286,buy,473.1428571,315.4285714,volman_strategies,,,
XAUUSD,M5,1819,0.494857143,buy,311.1333333,289.35,boil_xian,{},,
EURUSD,M5,1820,0.00012,sell,8,9,boil_xian,{},,
USDJPY,M5,1821,0.06,sell,40,33,boil_xian,{},,
USDJPY,M5,1822,0.065285714,sell,43.52380952,36.14285714,boil_xian,{},,
GBPUSD,M5,1823,9.57E-05,buy,5.366666667,7.525,boil_xian,{},,
GBPUSD,M5,1824,1.00E-04,buy,2.7,6.025,boil_xian,{},,
GBPUSD,M5,1825,0.000151429,buy,3.5,6.125,boil_xian,{},,
EURUSD,M1,1826,6.57E-05,buy,19.71428571,13.14285714,volman_strategies,,,
GBPUSD,M5,1827,0.000185714,buy,2.033333333,5.025,boil_xian,{},,
EURUSD,M5,1828,0.000117143,sell,7.466666667,8.6,boil_xian,{},,
GBPUSD,M5,1829,0.000178571,sell,7.066666667,8.8,boil_xian,{},,
GBPUSD,M5,1830,0.000174286,sell,4.6,6.95,boil_xian,{},,
XAUUSD,M5,1831,0.693571429,buy,462.3809524,402.7857143,boil_xian,{},,
GBPUSD,M5,1832,0.000221429,sell,12.16666667,12.625,boil_xian,{},,
XAUUSD,M1,1833,0.444428571,sell,1333.285714,888.8571429,volman_strategies,,,
XAUUSD,M5,1834,1.072571429,buy,634.0333333,531.525,boil_xian,{},,
EURUSD,M5,1835,0.000204286,buy,2.966666667,5.225,boil_xian,{},,
XAUUSD,M1,1836,0.533142857,sell,1599.428571,1066.285714,volman_strategies,,,
EURUSD,M5,1837,0.000211429,buy,13.06666667,12.8,boil_xian,{},,
XAUUSD,M5,1838,1.305285714,sell,355.5333333,322.65,boil_xian,{},,
XAUUSD,M5,1839,1.519428571,buy,9116.571429,4558.285714,boil_macd,,,
GBPUSD,M5,1840,0.000235714,sell,0.6,3.95,boil_xian,{},,
GBPUSD,M5,1841,0.000235714,sell,0.6,3.95,boil_xian,{},,
GBPUSD,M5,1842,0.000248571,sell,0.6,3.95,boil_xian,{},,
GBPUSD,M5,1843,0.000257143,sell,0.6,3.95,boil_xian,{},,
XAUUSD,M5,1844,1.453142857,buy,933.6666667,756.25,boil_xian,{},,
EURUSD,M5,1845,0.000222857,buy,14.85714286,14.14285714,boil_xian,{},,
GBPUSD,M5,1846,0.000241429,buy,12.36666667,12.775,boil_xian,{},,
GBPUSD,M5,1847,0.000222857,buy,14.85714286,14.64285714,boil_xian,{},,
GBPUSD,M5,1848,0.000184286,buy,12.28571429,12.71428571,boil_xian,{},,
XAUUSD,M1,1849,0.537142857,sell,1611.428571,1074.285714,volman_strategies,,,
