,time,open,high,low,close,tick_volume,spread,real_volume
48,1715550780,1.25153,1.25166,1.25152,1.25152,20,100,0
49,1715550840,1.25153,1.25168,1.25139,1.25167,20,96,0
50,1715550900,1.25169,1.25177,1.25166,1.25169,13,81,0
51,1715550960,1.25174,1.25174,1.25138,1.25169,11,86,0
52,1715551020,1.2517,1.25186,1.2517,1.25186,12,67,0
53,1715551080,1.25186,1.25187,1.25171,1.25183,20,66,0
54,1715551140,1.25183,1.2518500000000001,1.2518,1.2518500000000001,11,72,0
55,1715551200,1.25207,1.25238,1.25194,1.25226,37,40,0
56,1715551260,1.25227,1.25232,1.25225,1.25232,12,40,0
57,1715551320,1.25231,1.25235,1.2523,1.2523,12,40,0
58,1715551380,1.2523,1.2523,1.25228,1.25228,3,40,0
59,1715551440,1.25228,1.25231,1.25228,1.25231,4,40,0
60,1715551500,1.25231,1.25231,1.2521900000000001,1.25221,9,40,0
61,1715551560,1.25221,1.25221,1.2521900000000001,1.2522,5,40,0
62,1715551620,1.25221,1.2523,1.25218,1.25229,13,40,0
63,1715551680,1.25229,1.25229,1.2522199999999999,1.25229,5,40,0
64,1715551740,1.25229,1.25229,1.25228,1.25229,3,40,0
65,1715551800,1.25229,1.25231,1.25227,1.2523,7,40,0
66,1715551860,1.25231,1.25236,1.25231,1.25234,6,40,0
67,1715551920,1.25234,1.25234,1.25232,1.25234,8,40,0
68,1715551980,1.25234,1.25235,1.2523,1.25233,6,40,0
69,1715552040,1.25234,1.25234,1.25218,1.25221,11,40,0
70,1715552100,1.25221,1.2522199999999999,1.25216,1.25217,11,40,0
71,1715552160,1.25217,1.25217,1.25213,1.2521499999999999,6,40,0
72,1715552220,1.2521499999999999,1.2521900000000001,1.2521499999999999,1.2521900000000001,7,40,0
73,1715552280,1.2521900000000001,1.2522,1.25217,1.2522,10,40,0
74,1715552340,1.2522,1.25221,1.2521900000000001,1.2522,7,40,0
75,1715552400,1.25221,1.25223,1.25207,1.2521200000000001,22,40,0
76,1715552460,1.25213,1.25214,1.2521,1.2521200000000001,14,40,0
77,1715552520,1.2521200000000001,1.2521200000000001,1.2521,1.25211,9,40,0
78,1715552580,1.25211,1.25224,1.25211,1.25224,13,40,0
79,1715552640,1.25225,1.25228,1.25224,1.25227,8,40,0
80,1715552700,1.25227,1.2523,1.25224,1.25225,18,40,0
81,1715552760,1.25225,1.25227,1.25223,1.25223,13,40,0
82,1715552820,1.25223,1.25226,1.25223,1.25223,7,40,0
83,1715552880,1.25223,1.25229,1.25221,1.25221,11,40,0
84,1715552940,1.25221,1.25224,1.2522,1.2522,9,40,0
85,1715553000,1.25221,1.25221,1.25205,1.25214,32,40,0
86,1715553060,1.25214,1.2522199999999999,1.25208,1.25221,20,40,0
87,1715553120,1.2522199999999999,1.25224,1.25221,1.25221,8,40,0
88,1715553180,1.2522199999999999,1.2522199999999999,1.25218,1.2522,12,40,0
89,1715553240,1.2522,1.25232,1.25218,1.2522,15,40,0
90,1715553300,1.25221,1.25231,1.25221,1.25228,15,40,0
91,1715553360,1.25228,1.25237,1.2522199999999999,1.25232,16,40,0
92,1715553420,1.25233,1.2524,1.25227,1.25227,15,40,0
93,1715553480,1.25229,1.25238,1.25229,1.25235,12,40,0
94,1715553540,1.25236,1.2523900000000001,1.25235,1.25238,8,40,0
95,1715553600,1.25237,1.25237,1.2523,1.25233,8,40,0
96,1715553660,1.25232,1.25236,1.2522,1.2522,14,40,0
97,1715553720,1.2522,1.25223,1.25207,1.25211,15,40,0
98,1715553780,1.25211,1.25218,1.25211,1.25216,11,40,0
99,1715553840,1.25216,1.25217,1.25216,1.25216,3,40,0
100,1715553900,1.25216,1.25217,1.2521499999999999,1.25217,6,40,0
101,1715553960,1.25217,1.25217,1.25214,1.25217,3,40,0
102,1715554020,1.25217,1.2521900000000001,1.25216,1.25217,10,40,0
103,1715554080,1.25217,1.2522,1.25217,1.2522,10,40,0
104,1715554140,1.2522,1.25224,1.25211,1.25211,12,40,0
105,1715554200,1.25211,1.25217,1.25211,1.25217,16,40,0
106,1715554260,1.25217,1.25224,1.25213,1.25224,25,40,0
107,1715554320,1.25223,1.25223,1.2521499999999999,1.2521499999999999,19,40,0
108,1715554380,1.25217,1.25223,1.25217,1.2522199999999999,14,40,0
109,1715554440,1.25221,1.2522199999999999,1.2521900000000001,1.25221,15,40,0
110,1715554500,1.2522,1.2522,1.2521200000000001,1.2521499999999999,12,40,0
111,1715554560,1.2521499999999999,1.25218,1.25214,1.25214,7,40,0
112,1715554620,1.25217,1.25226,1.25217,1.25223,12,40,0
113,1715554680,1.2522199999999999,1.25229,1.25218,1.25229,13,40,0
114,1715554740,1.25229,1.2523900000000001,1.25225,1.25235,20,40,0
115,1715554800,1.2524600000000001,1.2524899999999999,1.25241,1.25244,8,12,0
116,1715554860,1.25244,1.25244,1.25234,1.25235,9,12,0
117,1715554920,1.25235,1.25247,1.25235,1.25247,14,12,0
118,1715554980,1.25247,1.25247,1.25233,1.25235,13,12,0
119,1715555040,1.25234,1.25247,1.25234,1.25243,18,12,0
120,1715555100,1.25244,1.25248,1.25244,1.2524600000000001,7,12,0
121,1715555160,1.2524600000000001,1.25248,1.2524600000000001,1.25247,11,12,0
122,1715555220,1.25247,1.25251,1.2524600000000001,1.2524600000000001,6,12,0
123,1715555280,1.2524600000000001,1.25254,1.2524600000000001,1.25254,15,12,0
124,1715555340,1.25253,1.25253,1.2524899999999999,1.25252,9,12,0
125,1715555400,1.25252,1.25254,1.2525,1.25252,9,12,0
126,1715555460,1.25252,1.25262,1.25248,1.25259,16,12,0
127,1715555520,1.25259,1.25267,1.25259,1.25266,13,12,0
128,1715555580,1.25266,1.25267,1.25266,1.25267,4,12,0
129,1715555640,1.25267,1.2527,1.25264,1.25268,10,12,0
130,1715555700,1.25268,1.2527,1.25263,1.25267,12,12,0
131,1715555760,1.25267,1.2527,1.25266,1.25267,10,12,0
132,1715555820,1.25267,1.25269,1.25267,1.25268,8,12,0
133,1715555880,1.25266,1.25268,1.25264,1.25266,9,12,0
134,1715555940,1.25266,1.25268,1.25266,1.25266,6,12,0
135,1715556000,1.25266,1.25267,1.25266,1.25267,6,12,0
136,1715556060,1.25267,1.25269,1.25263,1.25268,9,12,0
137,1715556120,1.25268,1.25268,1.25265,1.25268,6,12,0
138,1715556180,1.25268,1.25268,1.25256,1.25257,13,12,0
139,1715556240,1.25257,1.25257,1.25255,1.25255,7,12,0
140,1715556300,1.25255,1.25255,1.25255,1.25255,1,12,0
141,1715556360,1.25255,1.25258,1.25254,1.25255,7,12,0
142,1715556420,1.25254,1.25259,1.25252,1.25254,14,12,0
143,1715556480,1.25254,1.25255,1.25245,1.25254,20,12,0
144,1715556540,1.25254,1.25256,1.25254,1.25256,9,12,0
145,1715556600,1.25256,1.25259,1.2524899999999999,1.2525,18,12,0
146,1715556660,1.25251,1.25255,1.25247,1.2525,23,12,0
147,1715556720,1.25252,1.25261,1.2524899999999999,1.25257,20,12,0
148,1715556780,1.25257,1.25261,1.25255,1.25259,12,12,0
149,1715556840,1.25259,1.25259,1.25256,1.25257,9,12,0
150,1715556900,1.25256,1.25256,1.25255,1.25256,3,12,0
151,1715556960,1.25256,1.2526,1.25252,1.25256,9,12,0
152,1715557020,1.25256,1.25258,1.25248,1.25251,11,12,0
153,1715557080,1.25248,1.25248,1.25247,1.25247,8,12,0
154,1715557140,1.2524600000000001,1.25247,1.25243,1.25245,7,12,0
155,1715557200,1.25247,1.25248,1.25244,1.2524600000000001,9,12,0
156,1715557260,1.2524600000000001,1.2524600000000001,1.25243,1.25244,9,12,0
157,1715557320,1.25244,1.25244,1.25223,1.2523,21,12,0
158,1715557380,1.25229,1.2523,1.25228,1.25228,5,12,0
159,1715557440,1.25228,1.25238,1.25227,1.25231,14,12,0
160,1715557500,1.25231,1.2523900000000001,1.25225,1.25237,24,12,0
161,1715557560,1.25233,1.2523900000000001,1.2523,1.25231,17,12,0
162,1715557620,1.25231,1.2523900000000001,1.25231,1.25237,15,12,0
163,1715557680,1.25238,1.25238,1.25237,1.25238,3,12,0
164,1715557740,1.25238,1.2524199999999999,1.25225,1.25227,19,12,0
165,1715557800,1.25227,1.25231,1.25226,1.25227,17,12,0
166,1715557860,1.25227,1.25228,1.2521900000000001,1.25224,18,12,0
167,1715557920,1.25224,1.25225,1.2521499999999999,1.2521900000000001,27,12,0
168,1715557980,1.2521900000000001,1.2522,1.2521499999999999,1.2521900000000001,13,12,0
169,1715558040,1.2521900000000001,1.2522199999999999,1.25216,1.2521900000000001,13,12,0
170,1715558100,1.2521900000000001,1.25224,1.25216,1.25217,15,12,0
171,1715558160,1.2521499999999999,1.2522199999999999,1.25213,1.2521900000000001,24,12,0
172,1715558220,1.2521900000000001,1.2521900000000001,1.25216,1.25216,14,12,0
173,1715558280,1.25216,1.25218,1.2521499999999999,1.25217,8,12,0
174,1715558340,1.25217,1.25218,1.2521200000000001,1.25213,6,12,0
175,1715558400,1.2521,1.25225,1.25202,1.25209,41,12,0
176,1715558460,1.2521,1.2521,1.25204,1.25207,27,12,0
177,1715558520,1.25207,1.2521499999999999,1.25199,1.25205,34,12,0
178,1715558580,1.25205,1.25205,1.25198,1.25204,29,12,0
179,1715558640,1.25204,1.25211,1.25204,1.2521,24,12,0
180,1715558700,1.25207,1.25209,1.252,1.25208,30,12,0
181,1715558760,1.25209,1.25209,1.2518799999999999,1.25189,25,12,0
182,1715558820,1.25189,1.2519,1.2517800000000001,1.2519,35,12,0
183,1715558880,1.25189,1.25202,1.25187,1.252,25,12,0
184,1715558940,1.252,1.25204,1.25199,1.25199,26,12,0
185,1715559000,1.25199,1.25209,1.25197,1.25207,25,12,0
186,1715559060,1.25206,1.25221,1.25206,1.25221,23,12,0
187,1715559120,1.2522199999999999,1.25223,1.2521200000000001,1.25218,38,12,0
188,1715559180,1.25218,1.2522199999999999,1.25214,1.25218,31,12,0
189,1715559240,1.2522,1.25231,1.2522,1.25225,35,12,0
190,1715559300,1.25224,1.25229,1.2521900000000001,1.25221,31,12,0
191,1715559360,1.25221,1.25226,1.25218,1.2522,27,12,0
192,1715559420,1.2522,1.25231,1.25218,1.2521900000000001,40,12,0
193,1715559480,1.2522,1.25221,1.25213,1.2521499999999999,25,12,0
194,1715559540,1.2521499999999999,1.2522,1.25209,1.2521499999999999,26,12,0
195,1715559600,1.2521499999999999,1.2521499999999999,1.252,1.252,20,12,0
196,1715559660,1.252,1.25201,1.25193,1.25199,27,12,0
197,1715559720,1.25198,1.25199,1.2519,1.25193,35,12,0
198,1715559780,1.25193,1.25199,1.25193,1.25195,33,12,0
199,1715559840,1.25195,1.25199,1.2519,1.25196,22,12,0
200,1715559900,1.25196,1.25201,1.25191,1.25198,36,12,0
201,1715559960,1.25199,1.25208,1.25196,1.25199,19,12,0
202,1715560020,1.25199,1.25211,1.25197,1.25207,33,12,0
203,1715560080,1.25206,1.25208,1.25197,1.25202,25,12,0
204,1715560140,1.25201,1.25203,1.25195,1.252,14,12,0
205,1715560200,1.25201,1.25201,1.25189,1.25199,48,12,0
206,1715560260,1.25202,1.25202,1.2518,1.2518799999999999,43,12,0
207,1715560320,1.25187,1.25191,1.2517800000000001,1.25189,33,12,0
208,1715560380,1.2518799999999999,1.2519,1.2518500000000001,1.2518799999999999,19,12,0
209,1715560440,1.25187,1.25193,1.25184,1.2518799999999999,23,12,0
210,1715560500,1.2518799999999999,1.25201,1.2518799999999999,1.2519,44,12,0
211,1715560560,1.25192,1.25193,1.25187,1.2518799999999999,30,12,0
212,1715560620,1.2519,1.25193,1.25177,1.2519,40,12,0
213,1715560680,1.25191,1.25197,1.2518500000000001,1.2518799999999999,42,12,0
214,1715560740,1.25186,1.25195,1.25186,1.25194,40,12,0
215,1715560800,1.25192,1.25202,1.25189,1.25202,42,12,0
216,1715560860,1.25201,1.25202,1.25195,1.25201,27,12,0
217,1715560920,1.25201,1.25203,1.25196,1.252,43,12,0
218,1715560980,1.25199,1.2521499999999999,1.25199,1.2521,39,12,0
219,1715561040,1.25211,1.25214,1.25201,1.25201,41,12,0
220,1715561100,1.25202,1.25205,1.25191,1.25197,41,12,0
221,1715561160,1.25197,1.25204,1.25194,1.25201,40,12,0
222,1715561220,1.25201,1.2521,1.25198,1.25205,30,12,0
223,1715561280,1.25204,1.2521200000000001,1.25204,1.25209,25,12,0
224,1715561340,1.25208,1.25208,1.25199,1.25201,39,12,0
225,1715561400,1.25201,1.25203,1.25194,1.25197,40,12,0
226,1715561460,1.25198,1.25201,1.25195,1.25198,31,12,0
227,1715561520,1.25197,1.25198,1.25184,1.25184,41,12,0
228,1715561580,1.25187,1.25193,1.25183,1.2518799999999999,49,12,0
229,1715561640,1.2518799999999999,1.25198,1.2518500000000001,1.2518500000000001,47,12,0
230,1715561700,1.25189,1.25208,1.25187,1.25208,39,12,0
231,1715561760,1.2521,1.2521,1.25197,1.25201,39,12,0
232,1715561820,1.25201,1.25204,1.25191,1.25193,33,12,0
233,1715561880,1.25193,1.25203,1.25193,1.252,27,12,0
234,1715561940,1.252,1.25211,1.252,1.2521,21,12,0
235,1715562000,1.2521,1.25211,1.2519,1.25198,44,12,0
236,1715562060,1.25198,1.25209,1.25197,1.25202,32,12,0
237,1715562120,1.25202,1.25203,1.2518500000000001,1.25193,34,12,0
238,1715562180,1.25193,1.25193,1.2517800000000001,1.2518,28,12,0
239,1715562240,1.2518,1.25195,1.2518,1.2518799999999999,25,12,0
240,1715562300,1.2518799999999999,1.25198,1.25183,1.25198,25,12,0
241,1715562360,1.25197,1.252,1.2519,1.25196,24,12,0
242,1715562420,1.25195,1.25201,1.25186,1.25198,25,12,0
243,1715562480,1.25198,1.25207,1.25195,1.25203,31,12,0
244,1715562540,1.25202,1.25202,1.25197,1.25198,18,12,0
245,1715562600,1.25198,1.25213,1.25197,1.25204,45,12,0
246,1715562660,1.25204,1.25209,1.25201,1.25209,19,12,0
247,1715562720,1.2521,1.25241,1.25207,1.25228,67,12,0
248,1715562780,1.25228,1.25228,1.2521499999999999,1.25221,39,12,0
249,1715562840,1.25221,1.25221,1.2521,1.25217,43,12,0
250,1715562900,1.25217,1.25217,1.25202,1.25205,50,12,0
251,1715562960,1.25203,1.2521200000000001,1.25199,1.25209,29,12,0
252,1715563020,1.25211,1.2521900000000001,1.25204,1.25208,46,12,0
253,1715563080,1.25208,1.25213,1.25199,1.25205,43,12,0
254,1715563140,1.25205,1.2521200000000001,1.25204,1.25208,33,12,0
255,1715563200,1.25208,1.25216,1.25207,1.25209,29,12,0
256,1715563260,1.25211,1.2522199999999999,1.25208,1.25218,42,12,0
257,1715563320,1.25218,1.25237,1.25216,1.25228,42,12,0
258,1715563380,1.25226,1.2523,1.2522199999999999,1.25224,31,12,0
259,1715563440,1.25224,1.25228,1.2522,1.2522199999999999,31,12,0
260,1715563500,1.2521900000000001,1.2523,1.2521200000000001,1.2522,42,12,0
261,1715563560,1.2521900000000001,1.25232,1.2521900000000001,1.25224,33,12,0
262,1715563620,1.25225,1.25231,1.25224,1.25229,30,12,0
263,1715563680,1.25231,1.25233,1.25223,1.25229,35,12,0
264,1715563740,1.25229,1.25237,1.2522,1.25236,34,12,0
265,1715563800,1.25233,1.25245,1.25224,1.25245,55,12,0
266,1715563860,1.25245,1.25245,1.25231,1.25237,37,12,0
267,1715563920,1.2523900000000001,1.2524,1.25234,1.25236,25,12,0
268,1715563980,1.25236,1.25241,1.2523,1.25232,41,12,0
269,1715564040,1.25232,1.2523900000000001,1.25226,1.25229,48,12,0
270,1715564100,1.25229,1.2523,1.2521900000000001,1.25228,50,12,0
271,1715564160,1.25228,1.25234,1.25223,1.25229,43,12,0
272,1715564220,1.25225,1.25235,1.25223,1.25228,51,12,0
273,1715564280,1.25228,1.2523,1.25209,1.2522,46,12,0
274,1715564340,1.2522,1.25226,1.25216,1.2521900000000001,39,12,0
275,1715564400,1.25218,1.25224,1.25204,1.25204,48,12,0
276,1715564460,1.25206,1.25207,1.25196,1.25201,42,12,0
277,1715564520,1.252,1.25204,1.25189,1.25199,50,12,0
278,1715564580,1.25199,1.25203,1.25195,1.25197,30,12,0
279,1715564640,1.25197,1.25208,1.25194,1.25203,30,12,0
280,1715564700,1.25203,1.2521200000000001,1.25202,1.2521200000000001,34,12,0
281,1715564760,1.2521,1.2521200000000001,1.252,1.25201,42,12,0
282,1715564820,1.25201,1.25205,1.25196,1.25202,36,12,0
283,1715564880,1.25201,1.25206,1.25195,1.25199,24,12,0
284,1715564940,1.25198,1.25199,1.2518500000000001,1.25187,34,12,0
285,1715565000,1.25187,1.25198,1.25187,1.25191,35,12,0
286,1715565060,1.25189,1.25194,1.25183,1.25191,43,12,0
287,1715565120,1.25189,1.25192,1.25179,1.2518,32,12,0
288,1715565180,1.25182,1.25191,1.25179,1.25182,35,12,0
289,1715565240,1.25182,1.25184,1.2517800000000001,1.25179,25,12,0
290,1715565300,1.2518,1.25193,1.2518,1.2518,35,12,0
291,1715565360,1.2518,1.25189,1.2518,1.2518099999999999,27,12,0
292,1715565420,1.2518,1.25189,1.25179,1.2518,30,12,0
293,1715565480,1.25182,1.25193,1.2518,1.25189,34,12,0
294,1715565540,1.2519,1.25199,1.25189,1.25197,22,12,0
295,1715565600,1.25196,1.25199,1.25186,1.25192,44,12,0
296,1715565660,1.25192,1.252,1.2518799999999999,1.252,46,12,0
297,1715565720,1.252,1.25209,1.25199,1.25202,28,12,0
298,1715565780,1.25201,1.25213,1.25196,1.2521200000000001,40,12,0
299,1715565840,1.2521200000000001,1.2521200000000001,1.25198,1.25201,35,12,0
300,1715565900,1.25202,1.25204,1.2519,1.25193,31,12,0
301,1715565960,1.25193,1.25201,1.25184,1.25192,38,12,0
302,1715566020,1.25191,1.25191,1.25184,1.2518500000000001,15,12,0
303,1715566080,1.25184,1.25199,1.25184,1.2519,29,12,0
304,1715566140,1.25191,1.25209,1.2519,1.25203,38,12,0
305,1715566200,1.25202,1.25214,1.25199,1.2521200000000001,31,12,0
306,1715566260,1.2521,1.2521,1.252,1.25209,38,12,0
307,1715566320,1.25208,1.25211,1.25198,1.252,29,12,0
308,1715566380,1.25199,1.2521,1.25198,1.25209,39,12,0
309,1715566440,1.25209,1.2521499999999999,1.25209,1.2521,26,12,0
310,1715566500,1.2521,1.25214,1.25208,1.2521,20,12,0
311,1715566560,1.2521,1.25221,1.2521,1.25211,28,12,0
312,1715566620,1.25213,1.25216,1.25205,1.2521200000000001,30,12,0
313,1715566680,1.2521200000000001,1.25214,1.25205,1.25214,40,12,0
314,1715566740,1.25214,1.2521499999999999,1.25205,1.2521200000000001,36,12,0
315,1715566800,1.2521200000000001,1.2521200000000001,1.25201,1.25203,27,12,0
316,1715566860,1.25203,1.25207,1.25199,1.25201,30,12,0
317,1715566920,1.25201,1.25208,1.25201,1.25206,26,12,0
318,1715566980,1.25206,1.25207,1.25201,1.25202,17,12,0
319,1715567040,1.25202,1.25203,1.25197,1.25197,25,12,0
320,1715567100,1.25196,1.25208,1.25196,1.25198,18,12,0
321,1715567160,1.25198,1.25201,1.25194,1.25195,15,12,0
322,1715567220,1.25195,1.25195,1.25184,1.25184,30,12,0
323,1715567280,1.2518500000000001,1.2518799999999999,1.25177,1.25179,40,12,0
324,1715567340,1.2517800000000001,1.25184,1.25172,1.25179,29,12,0
325,1715567400,1.25177,1.25189,1.25177,1.25184,35,12,0
326,1715567460,1.25183,1.25194,1.2518,1.25194,26,12,0
327,1715567520,1.25193,1.25198,1.2518799999999999,1.25196,25,12,0
328,1715567580,1.25198,1.25199,1.25189,1.25196,34,12,0
329,1715567640,1.25195,1.252,1.25194,1.252,24,12,0
330,1715567700,1.25201,1.25209,1.25197,1.25206,36,12,0
331,1715567760,1.25206,1.25214,1.25202,1.2521,36,12,0
332,1715567820,1.25207,1.25221,1.25206,1.2522,31,12,0
333,1715567880,1.2522,1.2522199999999999,1.25211,1.2521200000000001,21,12,0
334,1715567940,1.2521200000000001,1.25217,1.2521200000000001,1.25214,22,12,0
335,1715568000,1.25214,1.2522199999999999,1.2521200000000001,1.2522199999999999,28,12,0
336,1715568060,1.25221,1.25221,1.2521499999999999,1.25221,38,12,0
337,1715568120,1.2522,1.2522,1.25214,1.25217,21,12,0
338,1715568180,1.25216,1.25216,1.25205,1.25206,14,12,0
339,1715568240,1.25206,1.25217,1.25205,1.25208,33,12,0
340,1715568300,1.25209,1.2521900000000001,1.25206,1.2521499999999999,31,12,0
341,1715568360,1.2521499999999999,1.25228,1.25213,1.25223,36,12,0
342,1715568420,1.25223,1.2524,1.25223,1.2523,39,12,0
343,1715568480,1.2523,1.25245,1.2523,1.25238,38,12,0
344,1715568540,1.25238,1.25244,1.25236,1.25236,29,12,0
345,1715568600,1.25235,1.2524600000000001,1.25235,1.25238,35,12,0
346,1715568660,1.25238,1.25241,1.25235,1.25238,26,12,0
347,1715568720,1.2524,1.2524199999999999,1.25233,1.25236,27,12,0
348,1715568780,1.25236,1.2524199999999999,1.25235,1.25235,29,12,0
349,1715568840,1.25235,1.2525,1.25234,1.25245,32,12,0
350,1715568900,1.25248,1.25261,1.25247,1.25248,41,12,0
351,1715568960,1.2524899999999999,1.25253,1.25245,1.2524600000000001,26,12,0
352,1715569020,1.25245,1.25253,1.25245,1.25248,31,12,0
353,1715569080,1.25248,1.2526,1.25247,1.25252,31,12,0
354,1715569140,1.25253,1.25253,1.25243,1.25243,14,12,0
355,1715569200,1.25243,1.2525,1.25237,1.25237,29,12,0
356,1715569260,1.25237,1.25244,1.25232,1.25235,28,12,0
357,1715569320,1.25235,1.25245,1.25228,1.2523900000000001,33,12,0
358,1715569380,1.25238,1.25248,1.25238,1.25245,23,12,0
359,1715569440,1.25245,1.25253,1.25243,1.25251,34,12,0
360,1715569500,1.25251,1.25253,1.2524199999999999,1.2524899999999999,32,12,0
361,1715569560,1.25248,1.25253,1.2524199999999999,1.2524199999999999,24,12,0
362,1715569620,1.2524199999999999,1.25248,1.25237,1.25238,43,12,0
363,1715569680,1.25238,1.25241,1.25233,1.25237,38,12,0
364,1715569740,1.25236,1.25243,1.25234,1.2524,35,12,0
365,1715569800,1.25241,1.2525,1.25234,1.25247,36,12,0
366,1715569860,1.2524600000000001,1.25247,1.25236,1.2523900000000001,51,12,0
367,1715569920,1.25237,1.2525,1.25237,1.25247,31,12,0
368,1715569980,1.25247,1.2524899999999999,1.25237,1.25238,35,12,0
369,1715570040,1.2523900000000001,1.25245,1.25236,1.2524199999999999,38,12,0
370,1715570100,1.25243,1.25245,1.25236,1.2523900000000001,32,12,0
371,1715570160,1.2523900000000001,1.25248,1.25235,1.2523900000000001,33,12,0
372,1715570220,1.25238,1.25247,1.25236,1.25238,35,12,0
373,1715570280,1.25238,1.25241,1.25236,1.2523900000000001,34,12,0
374,1715570340,1.25238,1.25238,1.25234,1.25234,9,12,0
375,1715570400,1.25234,1.2523900000000001,1.25229,1.2523900000000001,17,12,0
376,1715570460,1.2524,1.25248,1.25231,1.25244,39,12,0
377,1715570520,1.25245,1.25245,1.25238,1.25241,23,12,0
378,1715570580,1.25241,1.2524600000000001,1.25241,1.25243,20,12,0
379,1715570640,1.25244,1.25248,1.25238,1.2523900000000001,27,12,0
380,1715570700,1.2523900000000001,1.25261,1.25237,1.25257,34,12,0
381,1715570760,1.25255,1.25259,1.25247,1.25253,38,12,0
382,1715570820,1.25252,1.25255,1.25245,1.25248,34,12,0
383,1715570880,1.25248,1.25258,1.25248,1.25257,42,12,0
384,1715570940,1.25257,1.25258,1.25251,1.25253,20,12,0
385,1715571000,1.25253,1.25257,1.25248,1.25248,24,12,0
386,1715571060,1.25248,1.2524899999999999,1.25244,1.25244,6,12,0
387,1715571120,1.25244,1.25252,1.2524199999999999,1.2524600000000001,26,12,0
388,1715571180,1.25247,1.2525,1.25244,1.2524899999999999,20,12,0
389,1715571240,1.2524899999999999,1.25256,1.2524600000000001,1.25253,24,12,0
390,1715571300,1.25253,1.25258,1.25248,1.25254,36,12,0
391,1715571360,1.25254,1.25261,1.25252,1.25255,37,12,0
392,1715571420,1.25255,1.25258,1.25244,1.25247,49,12,0
393,1715571480,1.25248,1.25254,1.2524600000000001,1.2524899999999999,33,12,0
394,1715571540,1.2524899999999999,1.25256,1.25248,1.25254,18,12,0
395,1715571600,1.25254,1.25255,1.2524600000000001,1.25247,42,12,0
